1.000000000000000000e+00,2.999999999999999334e-01,2.000000000000000111e-01,1.000000000000000056e-01,3.741657386773940552e-01,5.880026035475676149e-01,1.300246563816323642e+00,4.124229361188690990e-01,1.503156350187286883e-01,4.336889914522894518e-01
1.000000000000000000e+00,2.999999999999999889e-01,2.000000000000000111e-01,8.494925654912109658e-02,3.704272886657358210e-01,5.880026035475676149e-01,1.339409356970938880e+00,4.074735092315983076e-01,1.426363344198441629e-01,4.023751237228936350e-01
1.000000000000000000e+00,2.999999999999999334e-01,2.000000000000000111e-01,5.254305570820673454e-02,3.643635172505003683e-01,5.880026035475676149e-01,1.426086757873730626e+00,3.961417177770588105e-01,1.254957892345766324e-01,3.311591919369558656e-01
1.000000000000000000e+00,2.999999999999999889e-01,2.000000000000000111e-01,3.273277234140384295e-02,3.620378908141441698e-01,5.880026035475676149e-01,1.480260133437975689e+00,3.904347619508612977e-01,1.147473789754488299e-01,2.833053188735067396e-01
1.000000000000000000e+00,2.999999999999999889e-01,2.000000000000000111e-01,2.045739384525909615e-02,3.611350231740755312e-01,5.880026035475676149e-01,1.514118493165628632e+00,3.901420339531556647e-01,1.084876227975200419e-01,2.505714278446656840e-01
1.000000000000000000e+00,2.999999999999999334e-01,2.000000000000000111e-01,1.281099237537616439e-02,3.607826513645603361e-01,5.880026035475676149e-01,1.535279967995411665e+00,3.941831796481319872e-01,1.052904778503847144e-01,2.281271528524540237e-01
1.000000000000000000e+00,2.999999999999999334e-01,2.000000000000000111e-01,8.038262717502835802e-03,3.606447194504801557e-01,5.880026035475676149e-01,1.548505889764026033e+00,4.008927598771641621e-01,1.041004444767568010e-01,2.128460912255120963e-01
1.000000000000000000e+00,3.000000000000000444e-01,2.000000000000000111e-01,5.056841702383838011e-03,3.605905872981198246e-01,5.880026035475675039e-01,1.556772090869410041e+00,4.085626865629168325e-01,1.041090371759082478e-01,2.025734278945948152e-01
1.000000000000000000e+00,3.000000000000000444e-01,2.000000000000000111e-01,2.572869513841896313e-03,3.605643072428763030e-01,5.880026035475675039e-01,1.563660591790563492e+00,4.185057289269702996e-01,1.048253165721137747e-01,1.934245555041347875e-01
1.000000000000000000e+00,3.000000000000000444e-01,2.000000000000000111e-01,1.330989726339935767e-03,3.605575842131901187e-01,5.880026035475675039e-01,1.567104842251140218e+00,4.252527514353175997e-01,1.055835389288949377e-01,1.886258823040473931e-01
1.000000000000000000e+00,3.000000000000000999e-01,2.000000000000000111e-01,3.996022210367674893e-04,3.605553489853328131e-01,5.880026035475673929e-01,1.569688030096572762e+00,4.321839921938087636e-01,1.065942019284534942e-01,1.848168632755067264e-01
1.000000000000000000e+00,3.000000000000000444e-01,2.000000000000000111e-01,8.914151821091443901e-05,3.605551385658097852e-01,5.880026035475675039e-01,1.570549092711716943e+00,4.342549130753246001e-01,1.068360957188378146e-01,1.835698882214048810e-01
1.000000000000000000e+00,4.987687539591374036e-02,1.942609000821846066e-01,1.000000000000000056e-01,2.241093483101497530e-01,1.319473001448254967e+00,1.108269621230161039e+00,4.270059409272197182e-01,8.868671955866359868e-02,2.828840047890753273e-01
1.000000000000000000e+00,4.854777065248767204e-02,1.890842910481992378e-01,4.599450884044038734e-02,2.005623344499161131e-01,1.319473001448254967e+00,1.339409356970938880e+00,4.094628172116420162e-01,6.224578238685023884e-02,1.751877080869822800e-01
1.000000000000000000e+00,7.614669936409725060e-02,2.965768452682369105e-01,7.214193339880708988e-02,3.145800431175249656e-01,1.319473001448254967e+00,1.339409356970938880e+00,4.094820093297114050e-01,9.762195534757238391e-02,2.747803597089486516e-01
